index,ROI,Label,R,G,B,alpha,X,Y,Z
23577,Visual2-45_L-Ctx,138,100,0,255,255,-41.2318840026855,-72.3854217529297,-8.95652008056641
23578,Visual2-40_L-Ctx,21,100,0,255,255,-37.8983840942383,-73.8047180175781,-8.59660530090332
23579,Visual2-40_L-Ctx,21,100,0,255,255,-36.1421661376953,-74.5354766845703,-8.89261913299561
23580,Visual2-40_L-Ctx,21,100,0,255,255,-35.7397155761719,-75.9889907836914,-8.86432266235352
23581,Visual2-40_L-Ctx,21,100,0,255,255,-36.40478515625,-78.4809265136719,-8.27671432495117
23582,Visual2-40_L-Ctx,21,100,0,255,255,-37.6911926269531,-81.0651016235352,-6.69495010375977
23583,Visual2-40_L-Ctx,21,100,0,255,255,-37.6879272460938,-84.2049942016602,-5.12823677062988
23584,Visual2-40_L-Ctx,21,100,0,255,255,-36.9704246520996,-87.1792449951172,-3.26720261573792
23585,Visual2-32_L-Ctx,6,100,0,255,255,-35.1734428405762,-88.6051330566406,-2.38809752464294
23586,Visual2-32_L-Ctx,6,100,0,255,255,-32.4074745178223,-88.3310699462891,-3.29260993003845
23587,Visual2-32_L-Ctx,6,100,0,255,255,-29.761043548584,-88.4106750488281,-2.96111392974854
23588,Visual2-32_L-Ctx,6,100,0,255,255,-28.2172374725342,-90.0993804931641,-0.907875895500183
23589,Visual2-32_L-Ctx,6,100,0,255,255,-29.4729862213135,-91.44140625,-0.91575425863266
23590,Visual2-31_L-Ctx,5,100,0,255,255,-31.7015419006348,-92.4738159179688,-0.767369627952576
23591,Visual2-31_L-Ctx,5,100,0,255,255,-33.9699287414551,-93.4370727539063,0.250537365674973
23592,Visual2-31_L-Ctx,5,100,0,255,255,-35.2545547485352,-94.6467514038086,2.20700311660767
23593,Visual2-31_L-Ctx,5,100,0,255,255,-34.0387077331543,-96.0026168823242,4.08528423309326
23594,Visual2-31_L-Ctx,5,100,0,255,255,-31.8183498382568,-97.1866836547852,5.30197381973267
23595,Visual2-31_L-Ctx,5,100,0,255,255,-29.4696292877197,-97.6740264892578,4.81030559539795
23596,Visual2-30_L-Ctx,4,100,0,255,255,-27.9470291137695,-96.8265151977539,2.7693932056427
23597,Visual2-30_L-Ctx,4,100,0,255,255,-26.0866432189941,-95.6179351806641,1.236292719841
23598,Visual2-30_L-Ctx,4,100,0,255,255,-24.8060264587402,-94.9245300292969,2.31060886383057
23599,Visual2-30_L-Ctx,4,100,0,255,255,-25.5657386779785,-97.4384689331055,3.51150608062744
23600,Visual2-30_L-Ctx,4,100,0,255,255,-24.6086444854736,-99.47705078125,4.35532331466675
23601,Visual2-30_L-Ctx,4,100,0,255,255,-22.3599243164063,-99.6592407226563,5.17812776565552
23602,Visual2-30_L-Ctx,4,100,0,255,255,-20.9481506347656,-96.9844131469727,5.08646106719971
